,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked
389,1,0.5,0,0.20834380497612465,0,0,0.023422440102965045,0.0
390,1,0.0,1,0.4470972606182458,1,2,0.23422440102965048,1.0
391,1,1.0,1,0.2586076903744659,0,0,0.015216388212891242,1.0
392,0,1.0,1,0.34656948982156316,2,0,0.015468569817999833,1.0
393,1,0.0,0,0.2837396330736366,1,0,0.22109807522194713,0.0
394,1,1.0,0,0.2963056044232219,0,2,0.03259622914329302,1.0
395,0,1.0,1,0.2711736617240512,0,0,0.015216388212891242,1.0
396,0,1.0,0,0.38426740387031916,0,0,0.015330377421392339,1.0
397,0,0.5,1,0.5727569741140991,0,0,0.050748620223090936,1.0
398,0,0.5,1,0.2837396330736366,0,0,0.020494635090094415,1.0
399,1,0.5,0,0.34656948982156316,0,0,0.02469115560854232,1.0
400,1,1.0,1,0.4847951746670017,0,0,0.015468569817999833,1.0
401,0,1.0,1,0.32143754712239253,0,0,0.015712553569072387,1.0
402,0,1.0,0,0.2586076903744659,1,0,0.019177122834302632,1.0
403,0,1.0,1,0.34656948982156316,1,0,0.030937139635999665,1.0
404,0,1.0,0,0.24604171902488062,0,0,0.016908073949327893,1.0
405,0,0.5,1,0.4219653179190751,1,0,0.04098927018018883,1.0
406,0,1.0,1,0.6355868308620256,0,0,0.015126992566498259,1.0
407,1,0.5,1,0.032420206081930136,1,1,0.03659756266088288,1.0
408,0,1.0,1,0.2586076903744659,0,0,0.015175789316712771,1.0
409,0,1.0,0,0.34656948982156316,3,1,0.049707687947515,1.0
410,0,1.0,1,0.34656948982156316,0,0,0.015411575213749286,1.0
411,0,1.0,1,0.34656948982156316,0,0,0.013386510079847098,0.5
412,1,0.0,0,0.4093993465694898,1,0,0.17566830077223786,0.5
413,0,0.5,1,0.34656948982156316,0,0,0.0,1.0
414,1,1.0,1,0.5476250314149284,0,0,0.015468569817999833,1.0
415,0,1.0,0,0.34656948982156316,0,0,0.015712553569072387,1.0
416,1,0.5,0,0.4219653179190751,1,1,0.06343577527886367,1.0
417,1,0.5,0,0.22090977632571,0,2,0.025374310111545468,1.0
418,0,0.5,1,0.37170143252073384,0,0,0.025374310111545468,1.0
419,0,1.0,0,0.12038200552902739,0,2,0.04713766070721715,1.0
420,0,1.0,1,0.34656948982156316,0,0,0.015411575213749286,0.0
421,0,1.0,1,0.2586076903744659,0,0,0.015094396337354966,0.5
422,0,1.0,1,0.35913546117114853,0,0,0.015370976317570811,1.0
423,0,1.0,0,0.34656948982156316,1,1,0.028106928123558056,1.0
424,0,1.0,1,0.22090977632571,1,1,0.039452172548431745,1.0
425,0,1.0,1,0.34656948982156316,0,0,0.014151057562208049,1.0
426,1,0.5,0,0.34656948982156316,1,0,0.050748620223090936,1.0
427,1,0.5,0,0.2334757476752953,0,0,0.050748620223090936,1.0
428,0,1.0,1,0.34656948982156316,0,0,0.015126992566498259,0.5
429,1,1.0,1,0.39683337521990447,0,0,0.015712553569072387,1.0
430,1,0.0,1,0.34656948982156316,0,0,0.051822148727810165,1.0
431,1,1.0,0,0.34656948982156316,1,0,0.031425107138144774,1.0
432,1,0.5,0,0.5224930887157577,1,0,0.050748620223090936,1.0
433,0,1.0,1,0.20834380497612465,0,0,0.013907073811135496,1.0
434,0,0.0,1,0.6230208595124404,1,0,0.1091095334796455,1.0
435,1,0.0,0,0.17064589092736868,1,2,0.23422440102965048,1.0
436,0,1.0,0,0.2586076903744659,2,2,0.06709553154495196,1.0
437,1,0.5,0,0.2963056044232219,2,3,0.03659756266088288,1.0
438,0,0.0,1,0.7989444584066349,1,4,0.5133418122566507,1.0
439,0,0.5,1,0.38426740387031916,0,0,0.020494635090094415,1.0
440,1,0.5,0,0.5601910027645137,1,1,0.05123658772523604,1.0
441,0,1.0,1,0.24604171902488062,0,0,0.018542765081513996,1.0
442,0,1.0,1,0.3088715757728072,1,0,0.015175789316712771,1.0
443,1,0.5,0,0.34656948982156316,0,0,0.025374310111545468,1.0
444,1,1.0,1,0.34656948982156316,0,0,0.015834545444608664,1.0
445,1,0.0,1,0.04498617743151546,0,2,0.15977676072337862,1.0
446,1,0.5,0,0.15807991957778336,0,1,0.038061465167318204,1.0
447,1,0.0,1,0.4219653179190751,0,0,0.051822148727810165,1.0
448,1,1.0,0,0.05755214878110078,2,1,0.03758969818624431,0.0
449,1,0.0,1,0.648152802211611,0,0,0.05953203526170282,1.0
450,0,0.5,1,0.4470972606182458,1,2,0.05416439273810667,1.0
451,0,1.0,1,0.34656948982156316,1,0,0.03897240290032268,1.0
452,0,0.0,1,0.37170143252073384,0,0,0.05416439273810667,0.0
453,1,0.0,1,0.610454888162855,1,0,0.17391981561855152,0.0
454,0,1.0,1,0.34656948982156316,0,0,0.015712553569072387,1.0
455,1,1.0,1,0.35913546117114853,0,0,0.015411575213749286,0.0
456,0,0.0,1,0.8115104297562202,0,0,0.051822148727810165,1.0
457,1,0.0,0,0.34656948982156316,1,0,0.10122885832000206,1.0
458,1,0.5,0,0.6230208595124404,0,0,0.020494635090094415,1.0
459,0,1.0,1,0.34656948982156316,0,0,0.015126992566498259,0.5
460,1,0.0,1,0.5978889168132697,0,0,0.051822148727810165,1.0
461,0,1.0,1,0.4219653179190751,0,0,0.015712553569072387,1.0
462,0,0.0,1,0.5853229454636844,0,0,0.07514699533034619,1.0
463,0,0.5,1,0.5978889168132697,0,0,0.025374310111545468,1.0
464,0,1.0,1,0.34656948982156316,0,0,0.015712553569072387,1.0
465,0,1.0,1,0.4722292033174164,0,0,0.013760683560491965,1.0
466,0,0.5,1,0.34656948982156316,0,0,0.0,1.0
467,0,0.0,1,0.6984166876099522,0,0,0.051822148727810165,1.0
468,0,1.0,1,0.34656948982156316,0,0,0.015078195816283748,0.5
469,1,1.0,0,0.0041467705453631576,2,1,0.03758969818624431,0.0
470,0,1.0,1,0.34656948982156316,0,0,0.014151057562208049,1.0
471,0,1.0,1,0.4722292033174164,0,0,0.016908073949327893,1.0
472,1,0.5,0,0.4093993465694898,1,2,0.05416439273810667,1.0
473,1,0.5,0,0.2837396330736366,0,0,0.026919605597338588,0.0
474,0,1.0,0,0.2711736617240512,0,0,0.019201521209409888,1.0
475,0,0.0,1,0.34656948982156316,0,0,0.10149724044618187,1.0
476,0,0.5,1,0.4219653179190751,1,0,0.04098927018018883,1.0
477,0,1.0,1,0.35913546117114853,1,0,0.013752485706455927,1.0
478,0,1.0,1,0.2711736617240512,0,0,0.014679623960531627,1.0
479,1,1.0,0,0.01985423473234481,0,1,0.023983602730431916,1.0
480,0,1.0,1,0.10781603417944208,5,2,0.09154270340242172,1.0
481,0,0.5,1,0.34656948982156316,0,0,0.0,1.0
482,0,1.0,1,0.6230208595124404,0,0,0.015712553569072387,1.0
483,1,1.0,0,0.7863784870570495,0,0,0.018713553707264782,1.0
484,1,0.0,1,0.3088715757728072,1,0,0.17777475888549785,0.0
485,0,1.0,0,0.34656948982156316,3,1,0.049707687947515,1.0
486,1,0.0,0,0.4345312892686604,1,0,0.17566830077223786,1.0
487,0,0.0,1,0.723548630309123,0,0,0.057970539254838485,0.0
488,0,1.0,1,0.37170143252073384,0,0,0.015712553569072387,1.0
489,1,1.0,1,0.10781603417944208,1,1,0.031034733136428686,1.0
490,0,1.0,1,0.34656948982156316,1,0,0.03897240290032268,1.0
491,0,1.0,1,0.2586076903744659,0,0,0.014151057562208049,1.0
492,0,0.0,1,0.685850716260367,0,0,0.05953203526170282,1.0
493,0,0.0,1,0.8869062578537321,0,0,0.09662576327876685,0.0
494,0,1.0,1,0.2586076903744659,0,0,0.015712553569072387,1.0
495,0,1.0,1,0.34656948982156316,0,0,0.028220722145058292,0.0
496,1,0.0,0,0.6732847449107816,1,0,0.1527664244005612,0.0
497,0,1.0,1,0.34656948982156316,0,0,0.029473237129564348,1.0
498,0,0.0,0,0.3088715757728072,1,2,0.29580589980036276,1.0
499,0,1.0,1,0.2963056044232219,0,0,0.015216388212891242,1.0
500,0,1.0,1,0.20834380497612465,0,0,0.016908073949327893,1.0
501,0,1.0,0,0.2586076903744659,0,0,0.015126992566498259,0.5
502,0,1.0,0,0.34656948982156316,0,0,0.014891206669461744,0.5
503,0,1.0,0,0.4596632319678311,0,0,0.018713553707264782,1.0
504,1,0.0,0,0.19577783362653933,0,0,0.16883675574220638,1.0
505,0,0.0,1,0.22090977632571,1,0,0.2125586439344078,0.0
506,1,0.5,0,0.4093993465694898,0,2,0.050748620223090936,1.0
507,1,0.0,1,0.34656948982156316,0,0,0.051822148727810165,1.0
508,0,1.0,1,0.34656948982156316,0,0,0.04396587194327397,1.0
509,1,1.0,1,0.32143754712239253,0,0,0.11027245763075773,1.0
510,1,1.0,1,0.35913546117114853,0,0,0.015126992566498259,0.5
511,0,1.0,1,0.34656948982156316,0,0,0.015712553569072387,1.0
512,1,0.0,1,0.4470972606182458,0,0,0.05130978285055781,1.0
513,1,0.0,0,0.6732847449107816,1,0,0.11594107850967697,0.0
514,0,1.0,1,0.2963056044232219,0,0,0.014630827210317117,1.0
515,0,0.0,1,0.5853229454636844,0,0,0.06640417918791278,1.0
516,1,0.5,0,0.4219653179190751,0,0,0.020494635090094415,1.0
517,0,1.0,1,0.34656948982156316,0,0,0.04713766070721715,0.5
518,1,0.5,0,0.4470972606182458,1,0,0.050748620223090936,1.0
519,0,1.0,1,0.39683337521990447,0,0,0.015411575213749286,1.0
520,1,0.0,0,0.37170143252073384,0,0,0.18249984580226933,1.0
521,0,1.0,1,0.2711736617240512,0,0,0.015411575213749286,1.0
522,0,1.0,1,0.34656948982156316,0,0,0.014102260811993537,0.0
523,1,0.0,0,0.5476250314149284,0,1,0.11316786160148591,0.0
524,0,1.0,1,0.34656948982156316,0,0,0.014110458666029575,0.0
525,0,1.0,1,0.5036441316913798,0,0,0.015126992566498259,0.5
526,1,0.5,0,0.6230208595124404,0,0,0.020494635090094415,1.0
527,0,0.0,1,0.34656948982156316,0,0,0.4328841690069588,1.0
528,0,1.0,1,0.4847951746670017,0,0,0.015468569817999833,1.0
529,0,0.5,1,0.2837396330736366,2,1,0.022446505098674838,1.0
530,1,0.5,0,0.01985423473234481,1,1,0.050748620223090936,1.0
531,0,1.0,1,0.34656948982156316,0,0,0.014110458666029575,0.0
532,0,1.0,1,0.20834380497612465,1,1,0.014110458666029575,0.0
533,1,1.0,0,0.34656948982156316,0,2,0.04364049521284362,0.0
534,0,1.0,0,0.37170143252073384,0,0,0.016908073949327893,1.0
535,1,0.5,0,0.08268409148027142,0,2,0.05123658772523604,1.0
536,0,0.0,1,0.5601910027645137,0,0,0.051822148727810165,1.0
537,1,0.0,0,0.37170143252073384,0,0,0.20772776566317125,0.0
538,0,1.0,1,0.34656948982156316,0,0,0.028302115124416098,1.0
539,1,0.0,0,0.2711736617240512,0,2,0.09661756542473082,0.0
540,1,0.0,0,0.4470972606182458,0,2,0.13858277060920987,1.0
541,0,1.0,0,0.10781603417944208,4,2,0.06104473451835265,1.0
542,0,1.0,0,0.1329479768786127,4,2,0.06104473451835265,1.0
543,1,0.5,1,0.39683337521990447,1,0,0.050748620223090936,1.0
544,0,0.0,1,0.6230208595124404,1,0,0.20772776566317125,0.0
545,0,0.0,1,0.7989444584066349,0,0,0.050748620223090936,1.0
546,1,0.5,0,0.2334757476752953,1,0,0.050748620223090936,1.0
547,1,0.5,1,0.34656948982156316,0,0,0.02705779799394608,0.0
548,0,1.0,1,0.4093993465694898,1,1,0.04006213192611313,1.0
549,1,0.5,1,0.09525006282985675,1,1,0.07173122281533045,1.0
550,1,0.0,1,0.20834380497612465,0,2,0.21642978772242535,0.0
551,0,0.5,1,0.33400351847197784,0,0,0.050748620223090936,1.0
552,0,1.0,1,0.34656948982156316,0,0,0.015281580671177828,0.5
553,1,1.0,1,0.2711736617240512,0,0,0.014102260811993537,0.0
554,1,1.0,0,0.2711736617240512,0,0,0.015175789316712771,1.0
555,0,0.0,1,0.7738125157074642,0,0,0.051822148727810165,1.0
556,1,0.0,0,0.5978889168132697,1,0,0.07729405233978466,0.0
557,0,0.0,1,0.34656948982156316,0,0,0.4440992237022602,0.0
558,1,0.0,0,0.4847951746670017,1,1,0.1554664461834305,1.0
559,1,1.0,0,0.4470972606182458,1,0,0.033962538149299316,1.0
560,0,1.0,1,0.34656948982156316,0,0,0.015126992566498259,0.5
561,0,1.0,1,0.49736114601658704,0,0,0.015411575213749286,1.0
562,0,0.5,1,0.34656948982156316,0,0,0.026350245115835676,1.0
563,0,1.0,1,0.34656948982156316,0,0,0.015712553569072387,1.0
564,0,1.0,0,0.34656948982156316,0,0,0.015712553569072387,1.0
565,0,1.0,1,0.2963056044232219,2,0,0.04713766070721715,1.0
566,0,1.0,1,0.2334757476752953,0,0,0.015411575213749286,1.0
567,0,1.0,0,0.35913546117114853,0,4,0.04113566043083236,1.0
568,0,1.0,1,0.34656948982156316,0,0,0.014110458666029575,0.0
569,1,1.0,1,0.39683337521990447,0,0,0.015330377421392339,1.0
570,1,0.5,1,0.7738125157074642,0,0,0.020494635090094415,1.0
571,1,0.0,0,0.6607187735611963,2,0,0.10048070654571319,1.0
572,1,0.0,1,0.4470972606182458,0,0,0.051504969851415845,1.0
573,1,1.0,0,0.34656948982156316,0,0,0.015126992566498259,0.5
574,0,1.0,1,0.19577783362653933,0,0,0.015712553569072387,1.0
575,0,1.0,1,0.2334757476752953,0,0,0.028302115124416098,1.0
576,1,0.5,0,0.4219653179190751,0,0,0.025374310111545468,1.0
577,1,0.0,0,0.4847951746670017,1,0,0.1091095334796455,1.0
578,0,1.0,0,0.34656948982156316,1,0,0.028220722145058292,0.0
579,1,1.0,1,0.39683337521990447,0,0,0.015468569817999833,1.0
580,1,0.5,0,0.3088715757728072,1,1,0.05855610025741262,1.0
581,1,0.0,0,0.4847951746670017,1,1,0.21642978772242535,0.0
582,0,0.5,1,0.6732847449107816,0,0,0.050748620223090936,1.0
583,0,0.0,1,0.4470972606182458,0,0,0.07831878409428937,0.0
584,0,1.0,1,0.34656948982156316,0,0,0.017005667449756914,0.0
585,1,0.0,0,0.22090977632571,0,2,0.1554664461834305,1.0
586,0,0.5,1,0.5853229454636844,0,0,0.02927805012870631,1.0
587,1,0.0,1,0.7486805730082936,1,1,0.15458810467956932,0.0
588,0,1.0,1,0.2711736617240512,0,0,0.015712553569072387,1.0
589,0,1.0,1,0.34656948982156316,0,0,0.015712553569072387,1.0
590,0,1.0,1,0.4345312892686604,0,0,0.013907073811135496,1.0
591,1,0.0,0,0.648152802211611,1,0,0.1527664244005612,0.0
592,0,1.0,1,0.5853229454636844,0,0,0.014151057562208049,1.0
593,0,1.0,0,0.34656948982156316,0,2,0.015126992566498259,0.5
594,0,0.5,1,0.4596632319678311,1,0,0.050748620223090936,1.0
595,0,1.0,1,0.4470972606182458,1,1,0.04713766070721715,1.0
596,1,0.5,0,0.34656948982156316,0,0,0.06441171028315387,1.0
597,0,1.0,1,0.610454888162855,0,0,0.0,1.0
598,0,1.0,1,0.34656948982156316,0,0,0.014102260811993537,0.0
599,1,0.0,1,0.610454888162855,1,0,0.11111839809247648,0.0
600,1,0.5,0,0.2963056044232219,2,1,0.05270049023167135,1.0
601,0,1.0,1,0.34656948982156316,0,0,0.015411575213749286,1.0
602,0,0.0,1,0.34656948982156316,0,0,0.08275928836380983,1.0
603,0,1.0,1,0.5476250314149284,0,0,0.015712553569072387,1.0
604,1,0.0,1,0.4345312892686604,0,0,0.051822148727810165,0.0
605,0,1.0,1,0.4470972606182458,1,0,0.030351578633425542,1.0
606,0,1.0,1,0.37170143252073384,0,0,0.015411575213749286,1.0
607,1,0.0,1,0.33400351847197784,0,0,0.05953203526170282,1.0
608,1,0.5,0,0.2711736617240512,1,2,0.08115719346076702,0.0
609,1,0.0,0,0.49736114601658704,0,0,0.2995388511917728,1.0
610,0,1.0,0,0.4847951746670017,1,5,0.06104473451835265,1.0
611,0,1.0,1,0.34656948982156316,0,0,0.013760683560491965,1.0
612,1,1.0,0,0.34656948982156316,1,0,0.030253985132996517,0.5
613,0,1.0,1,0.34656948982156316,0,0,0.015126992566498259,0.5
614,0,1.0,1,0.4345312892686604,0,0,0.015712553569072387,1.0
615,1,0.5,0,0.2963056044232219,1,2,0.12687155055772734,1.0
616,0,1.0,1,0.4219653179190751,1,1,0.028106928123558056,1.0
617,0,1.0,0,0.32143754712239253,1,0,0.031425107138144774,1.0
618,1,0.5,0,0.04498617743151546,2,1,0.07612293033463641,1.0
619,0,0.5,1,0.32143754712239253,0,0,0.020494635090094415,1.0
620,0,1.0,1,0.33400351847197784,1,0,0.028212719478023115,0.0
621,1,0.0,1,0.5224930887157577,1,0,0.10257896680493714,1.0
622,1,1.0,1,0.24604171902488062,1,1,0.030725752114070404,0.0
623,0,1.0,1,0.2586076903744659,0,0,0.015330377421392339,1.0
624,0,1.0,1,0.2586076903744659,0,0,0.031425107138144774,1.0
625,0,0.0,1,0.7612465443578789,0,0,0.06308600017332605,1.0
626,0,0.5,1,0.7109826589595376,0,0,0.024105594605968193,0.5
627,1,0.0,0,0.2586076903744659,0,0,0.15216446768991498,1.0
628,0,1.0,1,0.32143754712239253,0,0,0.015411575213749286,1.0
629,0,1.0,1,0.34656948982156316,0,0,0.015094396337354966,0.5
630,1,0.0,1,1.0,0,0,0.05855610025741262,1.0
631,0,1.0,1,0.6355868308620256,0,0,0.013768881414528002,1.0
632,1,0.0,1,0.39683337521990447,0,0,0.05953203526170282,0.0
633,0,0.0,1,0.34656948982156316,0,0,0.0,1.0
634,0,1.0,0,0.10781603417944208,3,2,0.05445717323939373,1.0
635,1,0.5,0,0.34656948982156316,0,0,0.025374310111545468,1.0
636,0,1.0,1,0.39683337521990447,0,0,0.015468569817999833,1.0
637,0,0.5,1,0.38426740387031916,1,1,0.05123658772523604,1.0
638,0,1.0,0,0.5099271173661725,0,5,0.07746484096553544,1.0
639,0,1.0,1,0.34656948982156316,1,0,0.031425107138144774,1.0
640,0,1.0,1,0.24604171902488062,0,0,0.015330377421392339,1.0
641,1,0.0,0,0.2963056044232219,0,0,0.13526459159462315,0.0
642,0,1.0,0,0.01985423473234481,3,2,0.05445717323939373,1.0
643,1,1.0,1,0.34656948982156316,0,0,0.11027245763075773,1.0
644,1,1.0,0,0.0041467705453631576,2,1,0.03758969818624431,0.0
645,1,0.0,1,0.5978889168132697,1,0,0.1497654242623688,0.0
646,0,1.0,1,0.2334757476752953,0,0,0.015411575213749286,1.0
647,1,0.0,1,0.6984166876099522,0,0,0.06929138530460494,0.0
648,0,1.0,1,0.34656948982156316,0,0,0.014736618564782174,1.0
649,1,1.0,0,0.2837396330736366,0,0,0.014736618564782174,1.0
650,0,1.0,1,0.34656948982156316,0,0,0.015411575213749286,1.0
651,1,0.5,0,0.22090977632571,0,1,0.044893010197349675,1.0
652,0,1.0,1,0.2586076903744659,0,0,0.01646070534336126,1.0
653,1,1.0,0,0.34656948982156316,0,0,0.015281580671177828,0.5
654,0,1.0,0,0.22090977632571,0,0,0.013175122557917838,0.5
655,0,0.5,1,0.2963056044232219,2,0,0.1434624456306609,1.0
656,0,1.0,1,0.34656948982156316,0,0,0.015411575213749286,1.0
657,0,1.0,0,0.39683337521990447,1,1,0.030253985132996517,0.5
658,0,0.5,1,0.2837396330736366,0,0,0.025374310111545468,1.0
659,0,0.0,1,0.723548630309123,0,2,0.22109807522194713,0.0
660,1,0.0,1,0.6230208595124404,2,0,0.2608674266467732,1.0
661,0,1.0,1,0.49736114601658704,0,0,0.014102260811993537,0.0
662,0,0.0,1,0.5853229454636844,0,0,0.04994347384455151,1.0
663,0,1.0,1,0.4470972606182458,0,0,0.014630827210317117,1.0
664,1,1.0,1,0.24604171902488062,1,0,0.015468569817999833,1.0
665,0,0.5,1,0.39683337521990447,2,0,0.1434624456306609,1.0
666,0,0.5,1,0.3088715757728072,0,0,0.025374310111545468,1.0
667,0,1.0,1,0.34656948982156316,0,0,0.015175789316712771,1.0
668,0,1.0,1,0.5350590600653431,0,0,0.015712553569072387,1.0
669,1,0.0,0,0.34656948982156316,1,0,0.10149724044618187,1.0
670,1,0.5,0,0.49736114601658704,1,1,0.07612293033463641,1.0
671,0,0.0,1,0.38426740387031916,1,0,0.10149724044618187,1.0
672,0,0.5,1,0.8743402865041467,0,0,0.020494635090094415,1.0
673,1,0.5,1,0.38426740387031916,0,0,0.025374310111545468,1.0
674,0,0.5,1,0.34656948982156316,0,0,0.0,1.0
675,0,1.0,1,0.22090977632571,0,0,0.015175789316712771,1.0
676,0,1.0,1,0.30258859009801453,0,0,0.015712553569072387,1.0
677,1,1.0,0,0.22090977632571,0,0,0.019209719063445922,1.0
678,0,1.0,0,0.5350590600653431,1,6,0.09154270340242172,1.0
679,1,0.0,1,0.4470972606182458,0,1,1.0,0.0
680,0,1.0,0,0.34656948982156316,0,0,0.01588334219482317,0.5
681,1,0.0,1,0.33400351847197784,0,0,0.1497654242623688,0.0
682,0,1.0,1,0.24604171902488062,0,0,0.01800600082915438,1.0
683,0,1.0,1,0.17064589092736868,5,2,0.09154270340242172,1.0
684,0,0.5,1,0.7486805730082936,1,1,0.07612293033463641,1.0
685,0,0.5,1,0.3088715757728072,1,2,0.08115719346076702,0.0
686,0,1.0,1,0.17064589092736868,4,1,0.07746484096553544,1.0
687,0,1.0,1,0.2334757476752953,0,0,0.019852079483269742,1.0
688,0,1.0,1,0.22090977632571,0,0,0.015216388212891242,1.0
689,1,0.0,0,0.18321186227695402,0,1,0.41250332793836464,1.0
690,1,0.0,1,0.38426740387031916,1,0,0.11125659048908397,1.0
691,1,1.0,0,0.04498617743151546,0,1,0.026187654344120927,0.0
692,1,1.0,1,0.34656948982156316,0,0,0.11027245763075773,1.0
693,0,1.0,1,0.3088715757728072,0,0,0.014102260811993537,0.0
694,0,0.0,1,0.7486805730082936,0,0,0.051822148727810165,1.0
695,0,0.5,1,0.648152802211611,0,0,0.026350245115835676,1.0
696,0,1.0,1,0.5476250314149284,0,0,0.015712553569072387,1.0
697,1,1.0,0,0.34656948982156316,0,0,0.015094396337354966,0.5
698,0,0.0,1,0.610454888162855,1,1,0.21642978772242535,0.0
699,0,1.0,1,0.5224930887157577,0,0,0.014931805565640218,1.0
700,1,0.0,0,0.22090977632571,1,0,0.4440992237022602,0.0
701,1,0.0,1,0.4345312892686604,0,0,0.05130978285055781,1.0
702,0,1.0,0,0.22090977632571,0,1,0.028212719478023115,0.0
703,0,1.0,1,0.3088715757728072,0,0,0.015110792045427042,0.5
704,0,1.0,1,0.32143754712239253,1,0,0.015330377421392339,1.0
705,0,0.5,1,0.4847951746670017,0,0,0.050748620223090936,1.0
706,1,0.5,0,0.5601910027645137,0,0,0.026350245115835676,1.0
707,1,0.0,1,0.5224930887157577,0,0,0.05130978285055781,1.0
708,1,0.0,0,0.2711736617240512,0,0,0.29580589980036276,1.0
709,1,1.0,1,0.34656948982156316,1,1,0.029757819776815374,0.0
710,1,0.0,0,0.2963056044232219,0,0,0.09662576327876685,0.0
711,0,0.0,1,0.34656948982156316,0,0,0.051822148727810165,1.0
712,1,0.0,1,0.5978889168132697,1,0,0.10149724044618187,1.0
713,0,1.0,1,0.35913546117114853,0,0,0.018510168852370702,1.0
714,0,0.5,1,0.648152802211611,0,0,0.025374310111545468,1.0
715,0,1.0,1,0.2334757476752953,0,0,0.014931805565640218,1.0
716,1,0.0,0,0.4722292033174164,0,0,0.4440992237022602,0.0
717,1,0.5,0,0.33400351847197784,0,0,0.020494635090094415,1.0
718,0,1.0,1,0.34656948982156316,0,0,0.030253985132996517,0.5
719,0,1.0,1,0.4093993465694898,0,0,0.015175789316712771,1.0
720,1,0.5,0,0.0701181201306861,0,1,0.06441171028315387,1.0
721,0,1.0,1,0.20834380497612465,1,0,0.013768881414528002,1.0
722,0,0.5,1,0.4219653179190751,0,0,0.025374310111545468,1.0
723,0,0.5,1,0.6230208595124404,0,0,0.025374310111545468,1.0
724,1,0.0,1,0.33400351847197784,1,0,0.10364429745562033,1.0
725,0,1.0,1,0.24604171902488062,0,0,0.016908073949327893,1.0
726,1,0.5,0,0.37170143252073384,3,0,0.04098927018018883,1.0
727,1,1.0,0,0.34656948982156316,0,0,0.015102594191391004,0.5
728,0,0.5,1,0.3088715757728072,1,0,0.050748620223090936,1.0
729,0,1.0,0,0.3088715757728072,1,0,0.015468569817999833,1.0
730,1,0.0,0,0.35913546117114853,0,0,0.41250332793836464,1.0
731,0,1.0,1,0.1329479768786127,0,0,0.036670757786204655,0.0
732,0,0.5,1,0.34656948982156316,0,0,0.0,1.0
733,0,0.5,1,0.2837396330736366,0,0,0.025374310111545468,1.0
734,0,0.5,1,0.2837396330736366,0,0,0.025374310111545468,1.0
735,0,1.0,1,0.35285247549635584,0,0,0.031425107138144774,1.0
736,0,1.0,0,0.5978889168132697,1,3,0.06709553154495196,1.0
737,1,0.0,1,0.4345312892686604,0,0,1.0,0.0
738,0,1.0,1,0.34656948982156316,0,0,0.015411575213749286,1.0
739,0,1.0,1,0.34656948982156316,0,0,0.015411575213749286,1.0
740,1,0.0,1,0.34656948982156316,0,0,0.05855610025741262,1.0
741,0,0.0,1,0.4470972606182458,1,0,0.15390495017656614,1.0
742,1,0.0,0,0.2586076903744659,2,2,0.5121218935012878,0.0
743,0,1.0,1,0.2963056044232219,1,0,0.031425107138144774,1.0
744,1,1.0,1,0.38426740387031916,0,0,0.015468569817999833,1.0
745,0,0.0,1,0.8743402865041467,1,1,0.13858277060920987,1.0
746,0,1.0,1,0.19577783362653933,1,1,0.03952536767375352,1.0
747,1,0.5,0,0.37170143252073384,0,0,0.025374310111545468,1.0
748,0,0.0,1,0.2334757476752953,1,0,0.10364429745562033,1.0
749,0,1.0,1,0.38426740387031916,0,0,0.015126992566498259,0.5
750,1,0.5,0,0.04498617743151546,1,1,0.044893010197349675,1.0
751,1,1.0,1,0.0701181201306861,0,1,0.024349578357040744,1.0
752,0,1.0,1,0.4093993465694898,0,0,0.018542765081513996,1.0
753,0,1.0,1,0.2837396330736366,0,0,0.015411575213749286,1.0
754,1,0.5,0,0.5978889168132697,1,2,0.12687155055772734,1.0
755,1,0.5,1,0.003141492837396331,1,1,0.028302115124416098,1.0
756,0,1.0,1,0.34656948982156316,0,0,0.015216388212891242,1.0
757,0,0.5,1,0.22090977632571,0,0,0.022446505098674838,1.0
758,0,1.0,1,0.4219653179190751,0,0,0.015712553569072387,1.0
759,1,0.0,0,0.4093993465694898,0,0,0.16883675574220638,1.0
760,0,1.0,1,0.34656948982156316,0,0,0.028302115124416098,1.0
761,0,1.0,1,0.5099271173661725,0,0,0.013907073811135496,1.0
762,1,1.0,1,0.24604171902488062,0,0,0.014110458666029575,0.0
763,1,0.0,0,0.4470972606182458,1,2,0.23422440102965048,1.0
764,0,1.0,1,0.19577783362653933,0,0,0.015175789316712771,1.0
765,1,0.0,0,0.6355868308620256,1,0,0.15216446768991498,1.0
766,0,0.0,1,0.34656948982156316,0,0,0.07729405233978466,0.0
767,0,1.0,0,0.3779844181955265,0,0,0.015126992566498259,0.5
768,0,1.0,1,0.34656948982156316,1,0,0.04713766070721715,0.5
769,0,1.0,1,0.39683337521990447,0,0,0.016322512946753766,1.0
770,0,1.0,1,0.2963056044232219,0,0,0.018542765081513996,1.0
771,0,1.0,1,0.5978889168132697,0,0,0.015330377421392339,1.0
772,0,0.5,0,0.7109826589595376,0,0,0.020494635090094415,1.0
773,0,1.0,1,0.34656948982156316,0,0,0.014102260811993537,0.0
774,1,0.5,0,0.6732847449107816,1,3,0.044893010197349675,1.0
775,0,1.0,1,0.22090977632571,0,0,0.015126992566498259,1.0
776,0,1.0,1,0.34656948982156316,0,0,0.015126992566498259,0.5
777,1,1.0,0,0.05755214878110078,0,0,0.024349578357040744,1.0
